,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3
2526,2018-08-16,NA,NA,739.166.666.666.667,NA,NA,261.791.666.666.667,29.4,23,NA,831,515842,1.610.958.394.237,5.5,27.38,35,48.67
2527,2018-08-17,NA,NA,824.791.666.666.667,NA,NA,229.479.166.666.667,27.9,19.1,NA,706,426279,165.619.230.597.801,3,21.5,25.57,46.71
2528,2018-08-18,NA,NA,66.625,NA,NA,236.020.833.333.333,27.9,20,NA,291,190769,152.540.507.105.452,NA,NA,NA,NA
2529,2018-08-19,NA,NA,659.166.666.666.667,NA,NA,2.548.125,29.8,20.8,NA,192,130935,146.637.644.632.833,7.75,40.08,51.75,70.17
2530,2018-08-20,NA,NA,722.291.666.666.667,NA,NA,256.875,30.4,21.4,NA,1028,602257,170.691.249.748.861,11.21,40.96,57.67,57.5
2531,2018-08-21,NA,NA,63.75,NA,NA,267.395.833.333.333,31.7,22,NA,760,471932,161.040.149.852.097,16.29,53.54,77.92,44.46
2532,2018-08-22,NA,NA,699.583.333.333.333,NA,NA,25.8,29.7,22.2,NA,769,457569,168.062.084.625.488,5.17,31.42,38.58,71.38
2533,2018-08-23,NA,NA,683.333.333.333.333,NA,NA,263.416.666.666.667,30.8,21.9,NA,746,450616,165.551.156.638.912,6.79,48.04,58.08,46.5
2534,2018-08-24,NA,NA,691.041.666.666.667,NA,NA,257.208.333.333.333,29.1,22.4,NA,723,450681,160.423.891.843.677,6.71,23,32.33,64
2535,2018-08-25,NA,NA,687.291.666.666.667,NA,NA,238.645.833.333.333,26.1,21.7,NA,324,232621,13.928.235.198.026,1.67,5.54,6.88,66.88
2536,2018-08-26,NA,NA,707.708.333.333.333,NA,NA,23.325,26,21.5,NA,226,163631,138.115.638.234.809,5.46,20.04,27.58,44.92
2537,2018-08-27,NA,NA,79.125,NA,NA,248.875,28.1,22.3,NA,1076,628618,171.169.136.104.916,2.88,20.75,24.54,43.5
2538,2018-08-28,NA,NA,765.208.333.333.333,NA,NA,262.666.666.666.667,30,22.9,NA,794,481431,164.924.984.057.944,5.29,27.92,35.17,45.92
2539,2018-08-29,NA,NA,824.791.666.666.667,NA,NA,2.508.125,27.5,22.9,NA,813,489322,166.148.262.289.454,4.88,13.96,20.71,53.92
2540,2018-08-30,NA,NA,756.666.666.666.667,NA,NA,251.395.833.333.333,29.2,21.7,NA,798,480113,166.210.871.190.741,7.12,29.88,40.12,54.25
2541,2018-08-31,NA,NA,876.666.666.666.667,NA,NA,225.354.166.666.667,24.3,20.4,NA,723,442361,163.441.171.351.001,1.71,12.42,13.83,62.42
2542,2018-09-01,NA,NA,783.333.333.333.333,NA,NA,233.791.666.666.667,26.4,22,NA,255,181494,140.500.512.413.634,3.75,13.62,18.08,55.75
2543,2018-09-02,NA,NA,707.916.666.666.667,NA,NA,243.604.166.666.667,27.1,21.7,NA,178,127102,140.045.003.225.756,1.33,9,9.58,71.79
2544,2018-09-03,NA,NA,84.625,NA,NA,246.270.833.333.333,26.9,22.4,NA,1106,646850,170.982.453.428.152,2.42,14.71,17.5,63.96
2545,2018-09-04,NA,NA,818.541.666.666.667,NA,NA,247.666.666.666.667,27.5,22.2,NA,916,535507,171.052.852.717.145,7.33,18.5,28.88,57.04
2546,2018-09-05,NA,NA,797.083.333.333.333,NA,NA,240.791.666.666.667,26.2,21,NA,760,478131,158.952.253.671.065,2.79,16.21,19.67,53.79
2547,2018-09-06,NA,NA,866.458.333.333.333,NA,NA,22.175,27,19.3,NA,798,492555,162.012.364.101.471,4.17,20.3,25.91,59.67
2548,2018-09-07,NA,NA,796.041.666.666.667,NA,NA,231.104.166.666.667,26.7,19.6,NA,781,478695,163.151.902.568.441,11.92,42.88,60.92,45
2549,2018-09-08,NA,NA,834.375,NA,NA,234.041.666.666.667,26.7,20,NA,295,193949,152.101.841.205.678,02.08,26.83,29.71,59.58
2550,2018-09-09,NA,NA,80.25,NA,NA,241.166.666.666.667,27.2,21.9,NA,169,125680,134.468.491.406.747,1.38,20,21.62,64.25
2551,2018-09-10,NA,NA,818.333.333.333.333,NA,NA,225.666.666.666.667,24.5,20.6,NA,1225,673592,181.860.829.701.065,6.17,34.67,43.88,43.67
2552,2018-09-11,NA,NA,754.583.333.333.333,NA,NA,238.520.833.333.333,28.3,19.7,NA,183,135992,134.566.739.219.954,6.21,29.42,38.46,58.12
2553,2018-09-12,NA,NA,86.5,NA,NA,2.298.125,26.9,18.5,NA,1172,675601,173.475.172.476.062,6.58,32.33,41.92,53.62
2554,2018-09-13,NA,NA,815.833.333.333.333,NA,NA,237.729.166.666.667,27.9,19.6,NA,1140,646287,176.392.222.031.389,15.5,42.08,65.75,41.21
2555,2018-09-14,NA,NA,785.208.333.333.333,NA,NA,241.041.666.666.667,27.4,20.9,NA,1115,614917,181.325.284.550.598,7.17,31.08,41.83,54.71
2556,2018-09-15,NA,NA,765.416.666.666.667,NA,NA,232.729.166.666.667,26.3,20.7,NA,353,233370,15.126.194.455.157,2.21,22.5,25.5,47.58
2557,2018-09-16,NA,NA,844.791.666.666.667,NA,NA,236.229.166.666.667,27.6,20.8,NA,224,147069,152.309.460.185.355,9.33,29.54,43.58,41.21
2558,2018-09-17,NA,NA,809.375,NA,NA,2.375.625,27.2,21.2,NA,1486,764282,194.430.851.439.652,07.08,22.04,32.21,52.71
2559,2018-09-18,NA,NA,907.291.666.666.667,NA,NA,219.833.333.333.333,24.7,20,NA,1258,665124,189.137.664.555.782,6.6,31.3,40.75,31.05
2560,2018-09-19,NA,NA,849.166.666.666.667,NA,NA,231.833.333.333.333,26.9,20.2,NA,1323,707253,18.706.177.280.266,7.25,27.46,38.67,30.08
2561,2018-09-20,NA,NA,746.458.333.333.333,NA,NA,247.270.833.333.333,29.9,20.3,NA,1389,698163,198.950.674.842.408,15.38,58,81.58,28.62
2562,2018-09-21,NA,NA,788.125,NA,NA,241.708.333.333.333,29.3,20.1,NA,1439,720706,199.665.328.164.328,37,48.21,104.67,36.79
2563,2018-09-22,NA,NA,785.625,NA,NA,248.791.666.666.667,29.1,21.1,NA,432,283195,152.545.066.120.518,10.38,48.75,64.67,30.04
2564,2018-09-23,NA,NA,799.791.666.666.667,NA,NA,250.979.166.666.667,29.2,21.2,NA,290,186500,155.495.978.552.279,9.88,40.88,55.79,26
2565,2018-09-24,NA,NA,775.625,NA,NA,2.371.875,26.4,21.6,NA,456,277148,164.533.029.283.993,5.5,24.58,33,27.75
2566,2018-09-25,NA,NA,598.541.666.666.667,NA,NA,2.211.875,24.9,19.1,NA,2231,978176,228.077.564.773.619,5.12,19.17,26.88,55.21
2567,2018-09-26,NA,NA,635.416.666.666.667,NA,NA,219.645.833.333.333,24.1,18.4,NA,1931,915941,210.821.439.372.187,2.33,10.58,14.25,80.67
2568,2018-09-27,NA,NA,70.5,NA,NA,200.083.333.333.333,23.9,16.6,NA,1706,856041,199.289.520.011.308,4.12,24.75,30.92,62.38
2569,2018-09-28,NA,NA,680.625,NA,NA,220.270.833.333.333,28.5,16.2,NA,1626,787235,206.545.694.741.723,22.62,63.58,97.67,27.38
2570,2018-09-29,NA,NA,72.25,NA,NA,214.708.333.333.333,25.2,17.4,NA,426,272202,156.501.421.738.268,12.46,37.08,56.08,53.08
2571,2018-09-30,NA,NA,716.458.333.333.333,NA,NA,22.475,27.1,18.3,NA,288,182685,157.648.411.199.606,5.62,35.42,43.75,54.92
2572,2018-10-01,NA,NA,609.583.333.333.333,NA,NA,21.05,23.7,18,NA,2316,1065409,217.381.306.146.278,5.33,28.58,36.79,58.92
2573,2018-10-02,NA,NA,432.708.333.333.333,NA,NA,196.145.833.333.333,24.6,15.2,NA,1800,896469,200.787.757.301.145,8.75,40.58,53.83,43.42
2574,2018-10-03,NA,NA,574.375,NA,NA,202.020.833.333.333,25.5,15,NA,1738,849325,204.633.090.984.017,25.19,58,96.52,23.14
2575,2018-10-04,NA,NA,64.5,NA,NA,202.979.166.666.667,24.6,16.4,NA,1586,816759,194.182.127.163.582,6.88,32.88,43.29,49.46
2576,2018-10-05,NA,NA,71.375,NA,NA,207.208.333.333.333,24.4,17.6,NA,1560,775599,201.134.864.794.823,3.75,28,33.79,62.12
2577,2018-10-06,NA,NA,783.125,NA,NA,212.583.333.333.333,25.1,17.4,NA,399,248539,16.053.818.515.404,7.17,39.58,50.54,39.17
2578,2018-10-07,NA,NA,735.625,NA,NA,186.083.333.333.333,22.3,15.1,NA,214,156248,13.696.175.311.044,03.08,21.67,26.29,52.54
2579,2018-10-08,NA,NA,738.125,NA,NA,170.583.333.333.333,21,15.4,NA,2325,1052819,220.835.680.207.139,7.12,33.25,44.17,25.17
2580,2018-10-09,NA,NA,818.541.666.666.667,NA,NA,188.729.166.666.667,21.8,15.7,NA,1785,880875,202.639.421.030.226,5.75,26.25,35.04,53.17
2581,2018-10-10,NA,NA,88.375,NA,NA,198.583.333.333.333,23,17.2,NA,1575,835617,188.483.479.871.759,5,23.21,30.71,48.08
2582,2018-10-11,NA,NA,86.75,NA,NA,207.354.166.666.667,25.4,16.7,NA,1528,763613,200.101.360.243.998,36.58,48.71,104.83,22.04
2583,2018-10-12,NA,NA,899.375,NA,NA,2.115.625,24.8,17.6,NA,267,185533,14.390.970.878.496,26.67,49.29,90.21,13.92
2584,2018-10-13,NA,NA,961.458.333.333.333,NA,NA,208.166.666.666.667,23.2,19.5,NA,488,317502,153.699.819.213.737,8.17,38.67,51.04,15.04
2585,2018-10-14,NA,NA,901.875,NA,NA,212.083.333.333.333,24,18.9,NA,262,173240,151.235.280.535.673,6.46,20.62,30.38,41.96
2586,2018-10-15,NA,NA,783.333.333.333.333,NA,NA,193.916.666.666.667,23.5,16.4,NA,2236,1037254,215.569.185.561.107,6.62,31.88,41.75,38.92
2587,2018-10-16,NA,NA,766.458.333.333.333,NA,NA,1.881.875,22.5,15.7,NA,1700,862519,197.097.107.426.039,6.46,28.67,38.38,35.12
2588,2018-10-17,NA,NA,778.333.333.333.333,NA,NA,19.175,22.2,16.6,NA,1614,836351,192.981.176.563.429,11.18,37.09,54.05,34
2589,2018-10-18,NA,NA,787.916.666.666.667,NA,NA,195.729.166.666.667,21.6,16.7,NA,1435,741836,193.438.981.122.512,8.67,34.46,47.12,34.67
2590,2018-10-19,NA,NA,787.708.333.333.333,NA,NA,20.5,23.4,17.7,NA,1437,740026,194.182.366.565.499,4.58,28.88,35.62,53.04
2591,2018-10-20,NA,NA,90.25,NA,NA,188.333.333.333.333,22.8,16.1,NA,370,252611,146.470.264.556.967,1.96,28.83,31.46,45.62
2592,2018-10-21,NA,NA,805.625,NA,NA,194.541.666.666.667,24.1,15.6,NA,256,177025,144.612.342.889.422,09.08,44.92,58.38,24.75
2593,2018-10-22,NA,NA,81.125,NA,NA,182.479.166.666.667,22.1,16.1,NA,2047,980339,208.805.321.424.528,13.92,33.08,54.33,31.71
2594,2018-10-23,NA,NA,760.833.333.333.333,NA,NA,173.458.333.333.333,21.7,14.2,NA,1777,882662,201.322.816.661.417,14.67,54.71,76.96,20.04
2595,2018-10-24,NA,NA,664.166.666.666.667,NA,NA,1.854.375,25.9,13.5,NA,1556,837701,18.574.646.562.437,27.5,58.17,100.12,13.12
2596,2018-10-25,NA,NA,775.833.333.333.333,NA,NA,173.375,21.7,13.6,NA,1554,803843,193.321.332.648.291,33.12,58.12,108.79,13
2597,2018-10-26,NA,NA,843.125,NA,NA,172.583.333.333.333,21,12.5,NA,1480,741075,199.709.880.916.237,57.38,65.33,153.21,9.38
2598,2018-10-27,NA,NA,969.375,NA,NA,1.383.125,17.7,10.6,NA,321,217798,147.384.273.501.134,3.33,33.33,38.04,20.5
2599,2018-10-28,NA,NA,814.583.333.333.333,NA,NA,104.833.333.333.333,12.8,9.2,NA,189,120754,156.516.554.317.041,1.75,22.33,24.29,34.54
2600,2018-10-29,NA,NA,593.541.666.666.667,NA,NA,102.208.333.333.333,13.7,8.5,NA,2008,963326,208.444.493.349.084,5.21,21,28.5,34.67
2601,2018-10-30,NA,NA,647.083.333.333.333,NA,NA,120.958.333.333.333,16.8,7.5,NA,1588,811568,195.670.603.079.471,12.42,42.08,60.75,31.33
2602,2018-10-31,NA,NA,940.416.666.666.667,NA,NA,12.625,16.4,10.6,NA,1474,778122,189.430.449.209.764,10.96,51,67.42,28.71
2603,2018-11-01,NA,NA,845.833.333.333.333,NA,NA,126.166.666.666.667,17.9,9,NA,254,171355,148.230.282.162.762,3.25,28.42,32.62,37.46
2604,2018-11-02,NA,NA,76.75,NA,NA,133.208.333.333.333,18.3,10.1,NA,1691,838608,201.643.676.187.205,23.29,43.75,79.17,15.75
2605,2018-11-03,NA,NA,694.583.333.333.333,NA,NA,138.270.833.333.333,18.2,9.3,NA,389,232519,167.298.156.279.702,7.96,36.79,48.88,20.08
2606,2018-11-04,NA,NA,744.791.666.666.667,NA,NA,155.083.333.333.333,21.2,11.1,NA,297,209110,142.030.510.257.759,11.92,48.25,66.25,14.92
2607,2018-11-05,NA,NA,846.041.666.666.667,NA,NA,154.770.833.333.333,18.3,12.7,NA,2203,1037701,212.296.220.202.158,32.91,38.73,88.77,33.59
2608,2018-11-06,NA,NA,645.625,NA,NA,13.8,16,12,NA,1831,886207,206.610.870.823.634,6.58,36.29,46.25,33.46
2609,2018-11-07,NA,NA,696.041.666.666.667,NA,NA,145.958.333.333.333,19.3,10.7,NA,1708,883466,193.329.454.670.582,25.65,57.78,97.17,16.13
2610,2018-11-08,NA,NA,805.833.333.333.333,NA,NA,146.520.833.333.333,17.2,12.3,NA,1639,837650,195.666.447.800.394,29.08,46.25,90.58,16.71
2611,2018-11-09,NA,NA,84.875,NA,NA,140.979.166.666.667,15.4,11.9,NA,1542,765385,2.014.672.354.436,15.75,45.12,68.96,23.08
2612,2018-11-10,NA,NA,671.458.333.333.333,NA,NA,155.395.833.333.333,19.4,11.6,NA,417,278826,149.555.636.848.787,7.25,37.83,48.04,33.33
2613,2018-11-11,NA,NA,792.708.333.333.333,NA,NA,17.3,21.2,13.9,NA,251,170783,14.697.013.168.758,11.12,43.62,60.62,19.96
2614,2018-11-12,NA,NA,928.125,NA,NA,169.125,19.2,13.4,NA,2339,1115455,209.690.216.100.156,23.5,32.5,68.29,28.88
2615,2018-11-13,NA,NA,860.208.333.333.333,NA,NA,174.145.833.333.333,20.3,14.7,NA,1803,894895,201.476.150.833.338,8.79,30.04,43.08,35.33
2616,2018-11-14,NA,NA,883.541.666.666.667,NA,NA,173.833.333.333.333,19.3,14.4,NA,1694,819581,206.690.979.903.146,8.75,29.38,42.58,34.17
2617,2018-11-15,NA,NA,975.416.666.666.667,NA,NA,165.604.166.666.667,18.8,14.2,NA,1375,744388,184.715.497.831.776,4.46,28.75,34.79,36.33
2618,2018-11-16,NA,NA,911.041.666.666.667,NA,NA,1.529.375,16.9,13.2,NA,1583,763085,207.447.401.010.372,7.1,34.81,44.95,25.24
2619,2018-11-17,NA,NA,783.541.666.666.667,NA,NA,149.020.833.333.333,16.4,12.5,NA,388,253715,152.927.497.388.802,1.62,25.5,27.08,41.75
2620,2018-11-18,NA,NA,826.875,NA,NA,134.354.166.666.667,15.3,11.7,NA,253,161795,156.370.716.029.544,1.17,10.62,11.33,61.38
2621,2018-11-19,NA,NA,747.916.666.666.667,NA,NA,1.341.875,15.4,11,NA,2185,997113,219.132.635.919.901,4.83,29.67,36.67,43.96
2622,2018-11-20,NA,NA,903.958.333.333.333,NA,NA,123.083.333.333.333,15.7,9.6,NA,1778,849423,209.318.560.952.553,18.12,44.12,71.42,18.54
2623,2018-11-21,NA,NA,753.125,NA,NA,131.229.166.666.667,18.3,9.4,NA,1695,846166,200.315.304.561.989,27.38,49.17,90.75,18.5
2624,2018-11-22,NA,NA,763.125,NA,NA,127.770.833.333.333,17.9,8.8,NA,1575,800512,196.749.080.588.423,83.5,54.08,181.83,11.83
2625,2018-11-23,NA,NA,838.958.333.333.333,NA,NA,121.770.833.333.333,13.6,10.2,NA,1590,768700,20.684.272.147.782,42.83,56.17,121.5,6.17
2626,2018-11-24,NA,NA,721.875,NA,NA,1.129.375,15.5,7.5,NA,393,252171,15.584.662.788.346,7.25,37.71,48.42,23.17
2627,2018-11-25,NA,NA,694.166.666.666.667,NA,NA,1.171.875,15.4,8.4,NA,245,165851,147.722.956.147.385,10,36.92,51.75,25.29
2628,2018-11-26,NA,NA,749.791.666.666.667,NA,NA,1.123.125,14.4,9.2,NA,1513,760159,199.037.306.668.736,13.04,37.96,57.46,21.42
2629,2018-11-27,NA,NA,65.375,NA,NA,113.729.166.666.667,15.8,7.6,NA,1240,657629,188.556.161.604.795,24,45.71,81.96,22.38
2630,2018-11-28,NA,NA,708.958.333.333.333,NA,NA,115.333.333.333.333,17.2,7.6,NA,1117,575877,193.965.030.727.048,51.59,53.05,132,8.27
2631,2018-11-29,NA,NA,865.416.666.666.667,NA,NA,1.134.375,15.7,7.4,NA,1212,622814,194.600.635.181.611,100.12,54.75,208,6.21
2632,2018-11-30,NA,NA,806.666.666.666.667,NA,NA,121.145.833.333.333,15.2,9.9,NA,1473,693038,212.542.457.989.317,39.58,46.38,106.75,12.21
2633,2018-12-01,NA,NA,71.125,NA,NA,109.729.166.666.667,14.9,7.3,NA,482,296122,162.770.749.893.625,9.83,32.83,47.71,21.67
2634,2018-12-02,NA,NA,679.791.666.666.667,NA,NA,133.708.333.333.333,17.5,10.2,NA,238,152141,156.433.834.403.612,6.75,31.5,42.04,25.58
2635,2018-12-03,NA,NA,720.833.333.333.333,NA,NA,1.374.375,17.9,9.9,NA,2480,1105793,224.273.439.965.708,16.42,37.08,62.17,15.08
2636,2018-12-04,NA,NA,818.541.666.666.667,NA,NA,139.229.166.666.667,18.7,10.6,NA,2122,957195,221.689.415.427.368,54,41.17,123.79,10.38
2637,2018-12-05,NA,NA,885.416.666.666.667,NA,NA,133.520.833.333.333,18.1,8.9,NA,2029,900361,225.354.052.430.081,95.08,43.58,154.36,6.17
2638,2018-12-06,NA,NA,816.458.333.333.333,NA,NA,1.276.875,16.1,9.9,NA,326,216736,150.413.406.171.564,23.83,28.71,65.25,7.29
2639,2018-12-07,NA,NA,780.416.666.666.667,NA,NA,10.8625,13.7,8.5,NA,1727,827439,20.871.629.207.712,20.08,26.62,57.25,14.08
2640,2018-12-08,NA,NA,733.958.333.333.333,NA,NA,11.725,15.2,9.7,NA,389,251663,154.571.788.463.143,8.67,29.88,43,20.08
2641,2018-12-09,NA,NA,705.625,NA,NA,124.145.833.333.333,18,7.8,NA,358,235810,151.817.140.918.536,11.79,32.79,50.71,25.88
2642,2018-12-10,NA,NA,704.375,NA,NA,115.895.833.333.333,14.8,8.1,NA,2891,1250808,231.130.597.181.982,26.08,39.79,79.71,26.08
2643,2018-12-11,NA,NA,78.5,NA,NA,104.083.333.333.333,13.9,7.5,NA,2256,1063379,212.153.898.092.778,35.21,55.33,109.25,7.88
2644,2018-12-12,NA,NA,820.833.333.333.333,NA,NA,115.291.666.666.667,14.3,9.1,NA,2195,1050724,208.903.575.058.721,35.79,45.54,100.33,13.04
2645,2018-12-13,NA,NA,852.291.666.666.667,NA,NA,113.166.666.666.667,13.1,10.1,NA,1994,980932,20.327.606.806.588,38.08,45.21,103.38,5.5
2646,2018-12-14,NA,NA,849.166.666.666.667,NA,NA,10.9375,13.6,9.2,NA,1850,897494,206.129.511.729.326,25.61,46.7,85.87,7.43
2647,2018-12-15,NA,NA,710.208.333.333.333,NA,NA,113.958.333.333.333,14.3,8.3,NA,471,315191,149.433.200.821.089,7.25,29.83,40.88,28
2648,2018-12-16,NA,NA,684.791.666.666.667,NA,NA,137.729.166.666.667,15.1,11.6,NA,334,214146,155.968.358.036.106,6.96,29.38,39.88,22.54
2649,2018-12-17,NA,NA,598.958.333.333.333,NA,NA,114.541.666.666.667,15.2,7.8,NA,2684,1213876,22.110.989.919.893,16.25,38.12,62.79,29.38
2650,2018-12-18,NA,NA,790.416.666.666.667,NA,NA,106.291.666.666.667,14.7,5.6,NA,2292,1138120,201.384.739.746.248,39.04,51.46,111.25,14.54
2651,2018-12-19,NA,NA,649.583.333.333.333,NA,NA,1.284.375,16.8,9.7,NA,2005,997162,201.070.638.471.983,24.25,39.12,75.88,26.5
2652,2018-12-20,NA,NA,663.958.333.333.333,NA,NA,110.458.333.333.333,15.4,7.3,NA,1812,941646,192.429.001.981.636,29.75,43.71,89.12,20.96
2653,2018-12-21,NA,NA,71.75,NA,NA,116.229.166.666.667,16.9,6.3,NA,1785,918668,194.303.056.163.924,37.5,45.42,102.83,13.42
2654,2018-12-22,NA,NA,763.125,NA,NA,120.645.833.333.333,16.6,8.3,NA,490,327268,149.724.384.907.782,42.75,47.21,112.54,9.79
2655,2018-12-23,NA,NA,788.541.666.666.667,NA,NA,125.020.833.333.333,18,8.1,NA,383,256197,149.494.334.437.952,32.79,44.67,94.79,5.62
2656,2018-12-24,NA,NA,821.458.333.333.333,NA,NA,122.104.166.666.667,18.2,8.7,NA,1781,856643,207.904.576.352.109,80.08,42.29,164.79,3.5
2657,2018-12-25,NA,NA,859.583.333.333.333,NA,NA,1.070.625,15.6,7.9,NA,332,225011,147.548.342.081.054,33,32.12,82.46,11.62
2658,2018-12-26,NA,NA,913.958.333.333.333,NA,NA,104.583.333.333.333,14.9,6.6,NA,485,316683,153.149.995.421.289,55.83,37.54,122.92,7.5
2659,2018-12-27,NA,NA,821.875,NA,NA,106.416.666.666.667,14.5,7.5,NA,2494,1202826,207.345.035.774.085,25.79,34.5,73.92,10.38
2660,2018-12-28,NA,NA,832.708.333.333.333,NA,NA,907.083.333.333.333,13.8,5.7,NA,2063,1055068,195.532.420.659.142,46.75,36.5,107.5,4.71
2661,2018-12-29,NA,NA,786.875,NA,NA,841.458.333.333.333,13.3,5.2,NA,711,469371,151.479.320.196.604,25.17,35.96,74.29,7.33
2662,2018-12-30,NA,NA,693.125,NA,NA,873.333.333.333.333,16,4,NA,411,280480,146.534.512.264.689,34.33,40.71,93.33,06.04
2663,2018-12-31,NA,NA,673.958.333.333.333,NA,NA,9.625,16.5,4.9,NA,1949,1028513,189.496.875.586.405,86.54,50.21,167.39,5
2664,2019-01-01,NA,NA,789.375,NA,NA,987.083.333.333.333,15.2,5.1,NA,345,260858,132.255.863.343.275,23.33,36.04,71.54,19.5
2665,2019-01-02,NA,NA,628.958.333.333.333,NA,NA,883.333.333.333.333,14.4,5.2,NA,2898,1369739,211.573.153.717.606,26.91,43.26,84.35,8.52
2666,2019-01-03,NA,NA,693.541.666.666.667,NA,NA,759.583.333.333.333,12.8,4.2,NA,2259,1184642,190.690.520.849.337,50.17,49.46,126.42,5.79
2667,2019-01-04,NA,NA,725.416.666.666.667,NA,NA,699.791.666.666.667,11.5,3.4,NA,2086,1128326,184.875.647.640.841,41.17,46.42,109.29,14.83
2668,2019-01-05,NA,NA,634.375,NA,NA,847.708.333.333.333,15.2,4.6,NA,797,539925,147.613.094.411.261,22.12,46.92,80.71,11.83
2669,2019-01-06,NA,NA,517.708.333.333.333,NA,NA,100.145.833.333.333,17.5,5.4,NA,409,286079,142.967.501.983.718,26.04,49.42,89.25,15.29
2670,2019-01-07,NA,NA,649.166.666.666.667,NA,NA,899.166.666.666.667,14.3,5.1,NA,3023,1534018,197.064.180.472.459,34.04,50,102.29,12.12
2671,2019-01-08,NA,NA,54.75,NA,NA,900.833.333.333.333,13.3,5.8,NA,2581,1349726,19.122.399.657.412,13.08,38.96,59.04,18.46
2672,2019-01-09,NA,NA,648.333.333.333.333,NA,NA,942.291.666.666.667,15.1,4.9,NA,2495,1291674,193.160.193.671.159,38.08,38.83,96.88,18.83
2673,2019-01-10,NA,NA,418.958.333.333.333,NA,NA,772.916.666.666.667,11.9,3.5,NA,2455,1305149,188.101.128.683.392,16.75,41.08,66.42,34.83
2674,2019-01-11,NA,NA,480.416.666.666.667,NA,NA,5.4625,9.9,2,NA,2380,1252848,189.967.178.779.868,13.12,47.88,67.67,17.33
2675,2019-01-12,NA,NA,59.625,NA,NA,699.166.666.666.667,12.6,2.1,NA,647,448168,144.365.505.792.471,15.38,41.5,64.79,22.25
2676,2019-01-13,NA,NA,630.625,NA,NA,946.875,14.7,5.3,NA,487,321360,151.543.440.378.392,8.62,30.54,43.75,26.79
2677,2019-01-14,NA,NA,690.208.333.333.333,NA,NA,113.666.666.666.667,16,7.1,NA,3781,1727020,218.932.033.213.281,19.18,38.86,67.82,19.86
2678,2019-01-15,NA,NA,800.416.666.666.667,NA,NA,900.208.333.333.333,13.8,5,NA,2889,1414389,204.257.810.262.947,46.5,48.08,118.96,8.75
2679,2019-01-16,NA,NA,810.625,NA,NA,105.958.333.333.333,15.1,6.1,NA,2876,1447708,198.658.845.568.305,79.29,50.75,156.78,10.79
2680,2019-01-17,NA,NA,72.25,NA,NA,115.604.166.666.667,14.2,9.5,NA,2641,1335947,197.687.483.111.231,16.21,36.58,61.21,29.29
2681,2019-01-18,NA,NA,725.208.333.333.333,NA,NA,845.625,10.3,6,NA,2565,1326125,193.420.680.554.246,11.38,33.29,50.67,20.46
2682,2019-01-19,NA,NA,717.291.666.666.667,NA,NA,830.625,12.4,5.4,NA,633,413436,153.107.131.454.445,10.71,34,50.54,22.5
2683,2019-01-20,NA,NA,884.375,NA,NA,821.458.333.333.333,10.3,5.7,NA,375,261605,143.345.884.061.849,10.54,33.42,49.29,23.17
2684,2019-01-21,NA,NA,801.875,NA,NA,766.458.333.333.333,11.6,3.7,NA,3934,1823089,215.787.600.056.827,26.21,38.58,78.67,12.42
2685,2019-01-22,NA,NA,580.208.333.333.333,NA,NA,743.333.333.333.333,10.5,3.6,NA,2948,1462940,201.512.023.733.031,6.88,30.21,40.54,30.33
2686,2019-01-23,NA,NA,620.416.666.666.667,NA,NA,856.875,12.7,6,NA,2864,1475488,194.105.272.289.575,4.41,22.36,28.77,42.45
2687,2019-01-24,NA,NA,301.875,NA,NA,891.458.333.333.333,13.9,5,NA,2585,1379597,187.373.559.090.082,2.88,24.75,28.75,62.42
2688,2019-01-25,NA,NA,605.416.666.666.667,NA,NA,740.833.333.333.333,13,2.1,NA,2525,1334657,189.187.184.422.664,62.54,64.75,160.42,19.79
2689,2019-01-26,NA,NA,736.666.666.666.667,NA,NA,101.020.833.333.333,16.3,4.6,NA,747,509793,146.530.062.201.717,36.12,46.42,101.58,20.04
2690,2019-01-27,NA,NA,609.166.666.666.667,NA,NA,109.479.166.666.667,15.9,7,NA,429,301913,14.209.391.447.205,12.79,27.33,46.54,38.25
2691,2019-01-28,NA,NA,546.041.666.666.667,NA,NA,1.008.125,14.9,7.1,NA,4147,1932911,214.546.867.393.274,3.42,24.38,29.38,52.25
2692,2019-01-29,NA,NA,646.875,NA,NA,9.1,10.9,5.2,NA,3037,1567150,193.791.277.159.174,11.04,42.12,58.54,30.62
2693,2019-01-30,NA,NA,520.208.333.333.333,NA,NA,994.166.666.666.667,13.5,6.7,NA,2702,1403052,192.580.175.218.025,05.08,31.04,38.46,49.58
2694,2019-01-31,NA,NA,634.166.666.666.667,NA,NA,12.35,17.4,8,NA,2641,1393985,18.945.684.494.453,15.87,49.09,73.17,26.3
2695,2019-02-01,NA,NA,69.25,NA,NA,134.479.166.666.667,16.2,9.4,NA,2416,1278492,188.972.633.383.705,10.96,42.96,59.52,30.67
2696,2019-02-02,NA,NA,532.916.666.666.667,NA,NA,969.583.333.333.333,13.5,7.9,NA,665,469184,141.735.438.548.629,1.52,16.61,18.13,65.5
2697,2019-02-03,NA,NA,238.333.333.333.333,NA,NA,939.375,13.8,4.8,NA,409,283667,144.183.144.320.629,1.52,13.91,15.39,68.29
