,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,o3,pm10,pm2.5,so2,data
6656,1995-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,38.24,46.87,NA,44.35,NA,NA,25.7,1995-03-20
6657,1995-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,38.83,39.96,NA,45.42,NA,NA,37.13,1995-03-21
6658,1995-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,46.96,44.57,NA,40,NA,NA,34.83,1995-03-22
6659,1995-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,81.43,61.21,NA,26.4,NA,NA,45.93,1995-03-23
6660,1995-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,44.14,90.36,NA,42.14,NA,NA,54.07,1995-03-24
6661,1995-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,77.88,47.96,NA,50.25,NA,NA,48.04,1995-03-25
6662,1995-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.08,44.87,36.09,NA,42.78,NA,NA,18.96,1995-03-26
6663,1995-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,74.48,63.48,NA,16.48,NA,NA,63.3,1995-03-27
6664,1995-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,8.13,35.2,NA,44.94,NA,NA,18,1995-03-28
6665,1995-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,43.09,51.41,NA,36.96,NA,NA,44.29,1995-03-29
6666,1995-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,42.3,58.95,NA,43.24,NA,NA,33.48,1995-03-30
6667,1995-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,36.37,59.47,NA,46.05,NA,NA,47.95,1995-03-31
6668,1995-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,93.5,60.25,NA,31.6,NA,NA,NA,1995-04-01
6669,1995-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,79.12,67.33,NA,35.46,NA,NA,NA,1995-04-02
6670,1995-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,73.48,72.52,NA,27.25,NA,NA,NA,1995-04-03
6671,1995-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,83.83,59.54,NA,32.25,NA,NA,NA,1995-04-04
6672,1995-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,83.96,58.09,NA,41.09,NA,NA,NA,1995-04-05
6673,1995-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.38,66.05,NA,35.33,NA,NA,NA,1995-04-06
6674,1995-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.25,81.79,NA,23.5,NA,NA,NA,1995-04-07
6675,1995-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,58.75,NA,36.42,NA,NA,41.3,1995-04-08
6676,1995-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,43.04,NA,48.62,NA,NA,20.82,1995-04-09
6677,1995-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.33,51.8,NA,26.53,NA,NA,25.13,1995-04-10
6678,1995-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94,25.69,NA,NA,NA,NA,NA,1995-04-15
6679,1995-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29,31.75,NA,NA,NA,NA,NA,1995-04-16
6680,1995-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.21,38.62,NA,NA,NA,NA,11,1995-04-17
6681,1995-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,57.55,NA,NA,NA,NA,29.62,1995-04-18
6682,1995-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.75,54.38,NA,NA,NA,NA,24.45,1995-04-19
6683,1995-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.43,38.26,NA,49.79,NA,NA,13.29,1995-04-20
6684,1995-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.25,57.96,NA,22.25,NA,NA,27.38,1995-04-21
6685,1995-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.96,40.33,NA,49.17,NA,NA,25.25,1995-04-22
6686,1995-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,25.75,NA,80.46,NA,NA,11.25,1995-04-23
6687,1995-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.44,46.16,NA,39.71,NA,NA,11,1995-04-24
6688,1995-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,28.18,NA,NA,NA,NA,NA,1995-04-25
6689,1995-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.53,76.8,NA,57.67,NA,NA,41.25,1995-04-26
6690,1995-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.21,NA,NA,62.53,1995-04-27
6691,1995-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.24,NA,NA,34.05,1995-04-28
6692,1995-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.24,NA,NA,21.83,1995-04-29
6693,1995-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.79,NA,NA,15.25,1995-04-30
6694,1995-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.96,NA,NA,NA,1995-05-01
6695,1995-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,28.27,64.82,NA,32.38,NA,NA,NA,1995-05-02
6696,1995-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,68.77,82.14,NA,31.07,NA,NA,NA,1995-05-03
6697,1995-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,26.06,44.12,NA,95.31,NA,NA,NA,1995-05-04
6698,1995-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.67,100.67,NA,63.06,NA,NA,NA,1995-05-05
6699,1995-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.08,NA,NA,42,1995-05-06
6700,1995-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.25,NA,NA,27.79,1995-05-07
6701,1995-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,6.45,17.73,NA,63.67,NA,NA,30.04,1995-05-08
6702,1995-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,64.2,35,NA,70.04,NA,NA,35.5,1995-05-09
6703,1995-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,NA,NA,NA,62.83,NA,NA,13.38,1995-05-10
6704,1995-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,6.64,30.73,NA,53.52,NA,NA,13.35,1995-05-11
6705,1995-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,24.17,41.29,NA,44.5,NA,NA,11.92,1995-05-12
6706,1995-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,8.58,23,NA,73.88,NA,NA,11,1995-05-13
6707,1995-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,6.54,32.5,NA,73.38,NA,NA,11,1995-05-14
6708,1995-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,35.94,69.94,NA,47.81,NA,NA,16.55,1995-05-15
6709,1995-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,26.21,57.67,NA,49,NA,NA,13.81,1995-05-16
6710,1995-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.04,10.29,30.21,NA,71.21,NA,NA,NA,1995-05-17
6711,1995-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,59.3,54.65,NA,31.52,NA,NA,NA,1995-05-18
6712,1995-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,17.42,45.25,NA,42.54,NA,NA,NA,1995-05-19
6713,1995-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,15.38,33.25,NA,68.42,NA,NA,NA,1995-05-20
6714,1995-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,19.83,26.95,NA,81.12,NA,NA,NA,1995-05-21
6715,1995-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,7.7,27.15,NA,90.41,NA,NA,28,1995-05-22
6716,1995-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,26.5,44.77,NA,88.96,NA,NA,NA,1995-05-23
6717,1995-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,46.38,56.77,NA,58.53,NA,NA,NA,1995-05-24
6718,1995-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,10.62,32.62,NA,59.91,NA,NA,13.25,1995-05-25
6719,1995-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,21.25,50.29,NA,48.04,NA,NA,14.75,1995-05-26
6720,1995-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,21.79,38.79,NA,48.29,NA,NA,13.6,1995-05-27
6721,1995-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,41.46,NA,0,NA,NA,NA,1995-05-28
6722,1995-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,27.29,44,NA,37.1,NA,NA,12.36,1995-05-29
6723,1995-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,11,35,NA,32.5,NA,NA,11,1995-05-30
6724,1995-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,46.17,NA,NA,NA,1995-05-31
6725,1995-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,6.36,29.36,NA,68.83,NA,NA,11.3,1995-06-01
6726,1995-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,43.33,41.38,NA,51.25,NA,NA,11,1995-06-02
6727,1995-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.42,42.33,NA,65.17,NA,NA,11,1995-06-03
6728,1995-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,15.42,26.83,NA,76.58,NA,NA,11,1995-06-04
6729,1995-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,29.54,36.54,NA,49.5,NA,NA,11,1995-06-05
6730,1995-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,63.6,53.4,NA,38.86,NA,NA,11,1995-06-06
6731,1995-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,6.75,32.25,NA,79.42,NA,NA,11.52,1995-06-07
6732,1995-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,34.4,45,NA,101.57,NA,NA,11.83,1995-06-08
6733,1995-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,20.75,NA,NA,11.04,1995-06-09
6734,1995-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,51.23,NA,NA,11,1995-06-10
6735,1995-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,75.71,NA,NA,11,1995-06-11
6736,1995-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,49.12,NA,NA,11,1995-06-12
6737,1995-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,6.56,28.11,NA,38.77,NA,NA,11.76,1995-06-13
6738,1995-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,30.29,44.29,NA,45.71,NA,NA,11.08,1995-06-14
6739,1995-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,32.4,54.33,NA,45.26,NA,NA,11,1995-06-15
6740,1995-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA,NA,75.87,NA,NA,11.04,1995-06-16
6741,1995-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,53.25,NA,NA,11,1995-06-17
6742,1995-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,NA,NA,NA,51.33,NA,NA,11,1995-06-18
6743,1995-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,6.62,20.25,NA,42.96,NA,NA,11,1995-06-19
6744,1995-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,70.4,48.33,NA,26.67,NA,NA,11.62,1995-06-20
6745,1995-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,6.5,30.5,NA,16.53,NA,NA,NA,1995-06-21
6746,1995-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,75.6,52.27,NA,22.91,NA,NA,NA,1995-06-22
6747,1995-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,6.82,26,NA,33.88,NA,NA,13.25,1995-06-23
6748,1995-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,06.04,12.79,NA,86.58,NA,NA,12.12,1995-06-24
6749,1995-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,9.12,21.79,NA,81.04,NA,NA,16.5,1995-06-25
6750,1995-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,16.23,47.31,NA,73.96,NA,NA,33.88,1995-06-26
6751,1995-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,104.33,NA,NA,18.71,1995-06-27
6752,1995-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,15.25,65.62,NA,56.5,NA,NA,28.04,1995-06-28
6753,1995-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,55.93,77.8,NA,94,NA,NA,45.81,1995-06-29
6754,1995-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.05,NA,NA,NA,27.67,NA,NA,NA,1995-06-30
6755,1995-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,53.96,NA,NA,NA,1995-07-01
6756,1995-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,52.33,NA,NA,NA,1995-07-02
6757,1995-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,57.58,NA,NA,NA,1995-07-03
6758,1995-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,70,NA,NA,NA,1995-07-04
6759,1995-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,46.88,NA,NA,NA,1995-07-05
6760,1995-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,28.78,NA,NA,NA,1995-07-06
6761,1995-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,24.38,NA,NA,NA,1995-07-07
6762,1995-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,51.87,NA,NA,NA,1995-07-08
6763,1995-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,77.5,NA,NA,NA,1995-07-09
6764,1995-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,84.21,NA,NA,NA,1995-07-10
6765,1995-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,74.79,NA,NA,NA,1995-07-11
6766,1995-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,06.08,23.58,NA,55.04,NA,NA,NA,1995-07-12
6767,1995-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,32.08,47.5,NA,16.42,NA,NA,NA,1995-07-13
6768,1995-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,46.96,43.4,NA,24.96,NA,NA,NA,1995-07-14
6769,1995-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,30.48,38.56,NA,35.25,NA,NA,NA,1995-07-15
6770,1995-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,15.58,24.85,NA,30.62,NA,NA,NA,1995-07-16
6771,1995-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,42.9,25.11,NA,3.5,NA,NA,NA,1995-07-17
6772,1995-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,20.5,51.36,NA,NA,NA,NA,NA,1995-07-18
6773,1995-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,48.83,NA,NA,NA,1995-07-20
6774,1995-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,NA,NA,NA,32.71,NA,NA,NA,1995-07-21
6775,1995-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,39.33,NA,NA,NA,1995-07-22
6776,1995-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,34.71,NA,NA,NA,1995-07-23
6777,1995-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,18.65,NA,NA,NA,1995-07-24
6778,1995-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,6.12,27.75,NA,26.27,NA,NA,11,1995-07-25
6779,1995-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,28.29,39.71,NA,42.62,NA,NA,11,1995-07-26
6780,1995-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,7.54,24.96,NA,39.75,NA,NA,11,1995-07-27
6781,1995-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,27.5,50.46,NA,34.71,NA,NA,12.08,1995-07-28
6782,1995-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,11.74,39,NA,32.09,NA,NA,11,1995-07-29
6783,1995-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,12.09,39.55,NA,56.86,NA,NA,12.09,1995-07-30
6784,1995-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,14.46,33.33,NA,63,NA,NA,13.31,1995-07-31
6785,1995-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,13.88,53.24,NA,35.65,NA,NA,NA,1995-08-01
6786,1995-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,07.07,38.93,NA,68.64,NA,NA,12.08,1995-08-02
6787,1995-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,26.21,57.17,NA,32.21,NA,NA,13.83,1995-08-03
6788,1995-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,27.78,40.7,NA,30.21,NA,NA,12.58,1995-08-04
6789,1995-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,11.62,32,NA,21.29,NA,NA,11,1995-08-05
6790,1995-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,12.04,24.7,NA,24.88,NA,NA,11,1995-08-06
6791,1995-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,9.96,28.12,NA,38.79,NA,NA,11,1995-08-07
6792,1995-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,6.93,17.07,NA,62.4,NA,NA,11,1995-08-08
6793,1995-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,6,16.75,NA,78.69,NA,NA,11,1995-08-10
6794,1995-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,14.21,47.43,NA,69.33,NA,NA,11.08,1995-08-11
6795,1995-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,7.32,37.68,NA,53.12,NA,NA,12,1995-08-12
6796,1995-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,11.36,47.64,NA,57.75,NA,NA,11.12,1995-08-13
6797,1995-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,8,24.53,NA,45,NA,NA,11.04,1995-08-14
6798,1995-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,6.75,35,NA,15,NA,NA,11,1995-08-15
6799,1995-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,16.75,35.58,NA,43.52,NA,NA,11,1995-08-17
6800,1995-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,6,15.77,NA,69.83,NA,NA,11,1995-08-18
6801,1995-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,6.71,17.59,NA,59,NA,NA,11,1995-08-19
6802,1995-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,7.14,24.57,NA,26.1,NA,NA,11,1995-08-20
6803,1995-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,8.46,36.75,NA,53.29,NA,NA,11.38,1995-08-21
6804,1995-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,17,52.96,NA,44,NA,NA,13.5,1995-08-22
6805,1995-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,21.54,46.71,NA,55.75,NA,NA,11.79,1995-08-23
6806,1995-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,26.54,63.54,NA,34.88,NA,NA,12.58,1995-08-24
6807,1995-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,20.33,47.54,NA,49.42,NA,NA,12.42,1995-08-25
6808,1995-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,10.25,36.96,NA,54.75,NA,NA,11.58,1995-08-26
6809,1995-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,10.96,31.83,NA,48.62,NA,NA,12.75,1995-08-27
6810,1995-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,23.5,48.44,NA,35.64,NA,NA,12.27,1995-08-28
6811,1995-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,6.88,30.06,NA,44.4,NA,NA,13.75,1995-08-29
6812,1995-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,10.42,30.15,NA,52.5,NA,NA,12.53,1995-08-30
6813,1995-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,06.08,25.04,NA,63.29,NA,NA,11,1995-08-31
6814,1995-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,12.38,56.75,NA,39.96,NA,NA,13.96,1995-09-01
6815,1995-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,16.46,44.67,NA,49.12,NA,NA,11,1995-09-02
6816,1995-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,22.54,40.58,NA,55.29,NA,NA,11,1995-09-03
6817,1995-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,7,39.21,NA,32,NA,NA,12.07,1995-09-04
6818,1995-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,35.43,43.96,NA,26,NA,NA,12.08,1995-09-05
6819,1995-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,29.91,65.87,NA,16.75,NA,NA,13.46,1995-09-06
6820,1995-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.03,53.87,70.52,NA,29,NA,NA,18.74,1995-09-07
6821,1995-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,14.29,41.79,NA,40.71,NA,NA,11.21,1995-09-08
6822,1995-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,6.86,34.59,NA,45.75,NA,NA,11.33,1995-09-09
6823,1995-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,21.67,36.79,NA,33.04,NA,NA,11,1995-09-10
6824,1995-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,29.44,28.58,NA,33.35,NA,NA,11,1995-09-11
6825,1995-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,17.07,51,NA,32.43,NA,NA,12.57,1995-09-13
6826,1995-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,45.5,66.33,NA,19.17,NA,NA,14.38,1995-09-14
6827,1995-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,10.44,44.78,NA,30.5,NA,NA,11,1995-09-15
6828,1995-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,21.62,37.83,NA,29.88,NA,NA,11,1995-09-16
