,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,o3,pm10,pm2.5,so2,data
6485,1994-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,67.33,45.22,NA,28.17,NA,NA,41.87,1994-09-26
6486,1994-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,32.36,56.64,NA,28.13,NA,NA,24.96,1994-09-27
6487,1994-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,45.96,52.04,NA,27.42,NA,NA,35.54,1994-09-28
6488,1994-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,17.58,55.5,NA,37.62,NA,NA,42.06,1994-09-29
6489,1994-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,59.84,48.47,NA,0,NA,NA,NA,1994-09-30
6490,1994-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,36.79,36.75,NA,NA,NA,NA,NA,1994-10-01
6491,1994-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,78.62,43.29,NA,NA,NA,NA,NA,1994-10-02
6492,1994-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,89.23,54.68,NA,44.77,NA,NA,11.67,1994-10-03
6493,1994-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.02,57.19,42.31,NA,11.25,NA,NA,17.05,1994-10-04
6494,1994-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,53.12,68.88,NA,06.04,NA,NA,46.59,1994-10-05
6495,1994-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,58.79,40.12,NA,23.21,NA,NA,40.88,1994-10-06
6496,1994-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,38.82,60.41,NA,36.58,NA,NA,27.74,1994-10-07
6497,1994-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,53.96,48.58,NA,50.21,NA,NA,42.83,1994-10-08
6498,1994-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,58.29,59.88,NA,13.04,NA,NA,35.54,1994-10-09
6499,1994-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,47.08,45.08,NA,29.65,NA,NA,40.9,1994-10-10
6500,1994-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,86.71,54.54,NA,3.29,NA,NA,59.96,1994-10-11
6501,1994-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,12.88,35.88,NA,41.12,NA,NA,35.92,1994-10-12
6502,1994-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.01,32.79,44.58,NA,38.95,NA,NA,30.89,1994-10-13
6503,1994-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,31.54,58.53,NA,84.47,NA,NA,42.69,1994-10-14
6504,1994-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,41.63,44.21,NA,41.92,NA,NA,35.67,1994-10-15
6505,1994-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,11,21.62,NA,69.46,NA,NA,19.79,1994-10-16
6506,1994-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,59.55,64.1,NA,27.92,NA,NA,42.3,1994-10-17
6507,1994-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,85.29,72.65,NA,10.17,NA,NA,50.12,1994-10-18
6508,1994-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,45.05,78.68,NA,19.08,NA,NA,31.29,1994-10-19
6509,1994-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.57,40.81,NA,20.78,NA,NA,29.93,1994-10-21
6510,1994-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.92,40.42,NA,24.5,NA,NA,32.62,1994-10-22
6511,1994-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.25,27.79,NA,41.21,NA,NA,22.17,1994-10-23
6512,1994-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,30.36,NA,22.83,NA,NA,23.53,1994-10-24
6513,1994-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,46.44,NA,14.12,NA,NA,40.5,1994-10-25
6514,1994-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.25,32.38,NA,10.5,NA,NA,55.17,1994-10-26
6515,1994-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,86.18,61.68,NA,10.55,NA,NA,74.32,1994-10-27
6516,1994-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,60.5,42.46,NA,5.92,NA,NA,37.88,1994-10-28
6517,1994-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,83.55,25.59,NA,12.54,NA,NA,41.12,1994-10-29
6518,1994-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,45.45,28.2,NA,16.83,NA,NA,24.38,1994-10-30
6519,1994-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,105.29,44.41,NA,12.38,NA,NA,53.12,1994-10-31
6520,1994-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.08,45.14,23.62,NA,20.33,NA,NA,25.54,1994-11-01
6521,1994-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.08,133.13,43.72,NA,19.32,NA,NA,34.91,1994-11-02
6522,1994-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,231.67,48.44,NA,8.96,NA,NA,47.61,1994-11-03
6523,1994-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,12,36.43,NA,42.44,NA,NA,17.7,1994-11-04
6524,1994-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,15.96,41.08,NA,NA,NA,NA,13.38,1994-11-05
6525,1994-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,18.58,38.75,NA,NA,NA,NA,11,1994-11-06
6526,1994-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,84.42,64.64,NA,6.5,NA,NA,43.36,1994-11-07
6527,1994-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,147.36,58.81,NA,15.96,NA,NA,NA,1994-11-08
6528,1994-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,173.93,71.36,NA,4.6,NA,NA,11,1994-11-09
6529,1994-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,67.96,42.04,NA,17.33,NA,NA,NA,1994-11-10
6530,1994-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,106.58,46.83,NA,9.42,NA,NA,NA,1994-11-11
6531,1994-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,71.62,44.71,NA,5.54,NA,NA,NA,1994-11-12
6532,1994-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,59.24,27.33,NA,16.25,NA,NA,NA,1994-11-13
6533,1994-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,161.63,41.55,NA,6,NA,NA,NA,1994-11-14
6534,1994-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,182.59,58.88,NA,1.62,NA,NA,44.09,1994-11-15
6535,1994-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,171.13,66.35,NA,1.91,NA,NA,38,1994-11-16
6536,1994-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,86.13,41.96,NA,10,NA,NA,17.67,1994-11-17
6537,1994-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,173.5,20,NA,7.83,NA,NA,37,1994-11-18
6538,1994-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03.01,NA,NA,NA,0.14,NA,NA,11,1994-11-19
6539,1994-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,NA,NA,NA,0.5,NA,NA,14,1994-11-20
6540,1994-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,181.86,69.67,NA,6,NA,NA,34.6,1994-11-21
6541,1994-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,132.72,59.38,NA,5.26,NA,NA,35.92,1994-11-22
6542,1994-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.03,124.05,57.67,NA,7,NA,NA,31.21,1994-11-23
6543,1994-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.06,93.68,40.26,NA,03.06,NA,NA,31.79,1994-11-24
6544,1994-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,51,20,NA,2.94,NA,NA,24.62,1994-11-25
6545,1994-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,NA,NA,5.86,NA,NA,18.58,1994-11-26
6546,1994-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,0,NA,NA,25.2,1994-11-27
6547,1994-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,NA,14.33,NA,NA,19.5,1994-11-28
6548,1994-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,100,60.92,NA,13.41,NA,NA,19.27,1994-11-29
6549,1994-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,152.67,42.89,NA,13.61,NA,NA,31,1994-11-30
6550,1994-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.06,NA,NA,NA,5.73,NA,NA,152,1994-12-01
6551,1994-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,11.52,NA,NA,NA,1994-12-02
6552,1994-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,NA,NA,NA,13.12,NA,NA,NA,1994-12-03
6553,1994-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA,NA,2.21,NA,NA,NA,1994-12-04
6554,1994-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,70.36,63.73,NA,4.83,NA,NA,48.91,1994-12-05
6555,1994-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,111.85,37.26,NA,13.46,NA,NA,35.79,1994-12-06
6556,1994-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,96.71,50.46,NA,8.38,NA,NA,29.06,1994-12-07
6557,1994-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,9.18,33.74,NA,20.04,NA,NA,NA,1994-12-08
6558,1994-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,28.7,39.87,NA,26.35,NA,NA,NA,1994-12-09
6559,1994-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,104.33,36.92,NA,24.42,NA,NA,NA,1994-12-10
6560,1994-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.06,102.53,44.67,NA,24.96,NA,NA,NA,1994-12-11
6561,1994-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,245.89,38.5,NA,16.64,NA,NA,60.1,1994-12-12
6562,1994-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,179.9,46.17,NA,8.29,NA,NA,97.79,1994-12-13
6563,1994-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,160.77,55.77,NA,5.5,NA,NA,83.91,1994-12-14
6564,1994-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,101.38,27.71,NA,NA,NA,NA,40.79,1994-12-15
6565,1994-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,133.3,19.2,NA,20.27,NA,NA,70.64,1994-12-16
6566,1994-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,NA,NA,NA,6.22,NA,NA,NA,1994-12-17
6567,1994-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,18.71,NA,NA,NA,1994-12-18
6568,1994-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,62,55.54,NA,9,NA,NA,33.5,1994-12-19
6569,1994-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,93.55,46.95,NA,8,NA,NA,44.29,1994-12-20
6570,1994-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03.03,208.35,43.38,NA,4.41,NA,NA,85.38,1994-12-21
6571,1994-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,199.83,46.71,NA,9.68,NA,NA,60.36,1994-12-22
6572,1994-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,129.45,53.82,NA,6,NA,NA,29.33,1994-12-23
6573,1994-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,26.38,51.95,NA,20.33,NA,NA,12.14,1994-12-24
6574,1994-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,25.12,45.08,NA,21,NA,NA,NA,1994-12-25
6575,1994-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,37.46,41.08,NA,25.12,NA,NA,NA,1994-12-26
6576,1994-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,90,59.5,NA,7.78,NA,NA,70.6,1994-12-27
6577,1994-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04.02,157.9,49.4,NA,2.8,NA,NA,50.3,1994-12-28
6578,1994-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,53.76,56.71,NA,19.88,NA,NA,34.5,1994-12-29
6579,1994-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,129.48,36.45,NA,15.45,NA,NA,71.67,1994-12-30
6580,1994-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,65.39,29.91,NA,NA,NA,NA,39.5,1994-12-31
6581,1995-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,26.79,25.21,NA,NA,NA,NA,NA,1995-01-01
6582,1995-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,59.74,34.39,NA,5.6,NA,NA,21.9,1995-01-02
6583,1995-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,90.4,49.2,NA,6,NA,NA,NA,1995-01-03
6584,1995-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,122.91,46.96,NA,NA,NA,NA,NA,1995-01-04
6585,1995-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.01,131.82,49.77,NA,NA,NA,NA,NA,1995-01-05
6586,1995-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,106.54,38.33,NA,NA,NA,NA,NA,1995-01-06
6587,1995-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,102.42,35.21,NA,NA,NA,NA,NA,1995-01-07
6588,1995-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,64.08,34.38,NA,NA,NA,NA,NA,1995-01-08
6589,1995-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,87.76,47.71,NA,NA,NA,NA,NA,1995-01-09
6590,1995-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,66.5,42.38,NA,NA,NA,NA,19.33,1995-01-10
6591,1995-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.03,29.17,35.14,NA,NA,NA,NA,27.18,1995-01-11
6592,1995-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,66.04,27.46,NA,NA,NA,NA,32.38,1995-01-12
6593,1995-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,85.15,42.05,NA,17.64,NA,NA,43.3,1995-01-13
6594,1995-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,72.25,48.38,NA,10.25,NA,NA,36.25,1995-01-14
6595,1995-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,87.88,38.54,NA,15.17,NA,NA,21.54,1995-01-15
6596,1995-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.03,153.27,41.87,NA,0.4,NA,NA,41.67,1995-01-16
6597,1995-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,57.46,46.04,NA,22.21,NA,NA,71,1995-01-17
6598,1995-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,22.25,48.79,NA,32.29,NA,NA,NA,1995-01-18
6599,1995-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.07,58.5,49.46,NA,22.21,NA,NA,NA,1995-01-19
6600,1995-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,89.3,57.65,NA,10.92,NA,NA,47,1995-01-20
6601,1995-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,72.88,41.04,NA,14.21,NA,NA,25.46,1995-01-21
6602,1995-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,23.67,35.12,NA,33.42,NA,NA,15.92,1995-01-22
6603,1995-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.04,24.17,34.79,NA,34.67,NA,NA,14.25,1995-01-23
6604,1995-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,53.04,49.52,NA,20.17,NA,NA,21.8,1995-01-24
6605,1995-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,96.46,56.88,NA,4.33,NA,NA,27.42,1995-01-25
6606,1995-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,53.09,37.39,NA,26.12,NA,NA,14.67,1995-01-26
6607,1995-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,49.12,48.83,NA,22.17,NA,NA,14.88,1995-01-27
6608,1995-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,41.33,45.08,NA,18.5,NA,NA,14.62,1995-01-28
6609,1995-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,56.25,36.08,NA,22.92,NA,NA,14.92,1995-01-29
6610,1995-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,70.48,42.52,NA,13.91,NA,NA,11.11,1995-01-30
6611,1995-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.01,136.57,47.54,NA,11.62,NA,NA,NA,1995-01-31
6612,1995-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,100.67,50.25,NA,17.33,NA,NA,NA,1995-02-01
6613,1995-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,67.7,52.96,NA,24.17,NA,NA,NA,1995-02-02
6614,1995-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,100.88,59.21,NA,15.88,NA,NA,NA,1995-02-03
6615,1995-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,86.38,58.54,NA,16.12,NA,NA,NA,1995-02-04
6616,1995-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,82.5,60.88,NA,16.5,NA,NA,NA,1995-02-05
6617,1995-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,124.23,60.38,NA,15.04,NA,NA,NA,1995-02-06
6618,1995-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02.06,146.61,69.65,NA,4.22,NA,NA,NA,1995-02-07
6619,1995-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,96.11,59.47,NA,11.35,NA,NA,NA,1995-02-08
6620,1995-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,66.3,42.04,NA,20.78,NA,NA,NA,1995-02-09
6621,1995-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,82.25,43.67,NA,8.75,NA,NA,NA,1995-02-10
6622,1995-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.07,28.29,42.54,NA,22.62,NA,NA,NA,1995-02-11
6623,1995-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,34.12,54.71,NA,20.17,NA,NA,NA,1995-02-12
6624,1995-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,66.78,55.5,NA,8.52,NA,NA,NA,1995-02-13
6625,1995-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.05,53.09,46.57,NA,29.26,NA,NA,NA,1995-02-14
6626,1995-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,215.39,49.87,NA,3.67,NA,NA,NA,1995-02-15
6627,1995-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,94.58,63.88,NA,15.58,NA,NA,29.92,1995-02-17
6628,1995-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,11.12,26.29,NA,59,NA,NA,11,1995-02-18
6629,1995-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,28.17,49.58,NA,31.04,NA,NA,NA,1995-02-19
6630,1995-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,46.12,58.62,NA,21.33,NA,NA,35.8,1995-02-20
6631,1995-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,78.39,45.13,NA,31.7,NA,NA,NA,1995-02-21
6632,1995-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.05,30.92,44.67,NA,24.67,NA,NA,14.09,1995-02-22
6633,1995-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,39.42,49.29,NA,18.42,NA,NA,14.43,1995-02-23
6634,1995-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,31.4,61.53,NA,18.38,NA,NA,NA,1995-02-24
6635,1995-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,86.67,53.5,NA,39.69,NA,NA,15.8,1995-02-27
6636,1995-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,11.5,36.25,NA,31,NA,NA,16.75,1995-02-28
6637,1995-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,76.39,60.91,NA,12.65,NA,NA,NA,1995-03-01
6638,1995-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,76.33,61.8,NA,30.44,NA,NA,11,1995-03-02
6639,1995-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,56.61,52.48,NA,31.48,NA,NA,11.7,1995-03-03
6640,1995-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,11.62,23.17,NA,52.96,NA,NA,11,1995-03-04
6641,1995-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,31.12,40.88,NA,19.21,NA,NA,11,1995-03-05
6642,1995-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,12.64,27.18,NA,43.59,NA,NA,11,1995-03-06
6643,1995-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,22.08,50.04,NA,21.1,NA,NA,11,1995-03-07
6644,1995-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,58.21,46.12,NA,26.57,NA,NA,12.19,1995-03-08
6645,1995-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.08,53.65,54.09,NA,34.78,NA,NA,NA,1995-03-09
6646,1995-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,42.05,43.36,NA,41.41,NA,NA,14,1995-03-10
6647,1995-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,6,14.53,NA,103.29,NA,NA,NA,1995-03-11
6648,1995-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,6,15,NA,119.42,NA,NA,NA,1995-03-12
6649,1995-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,13.1,41.82,NA,105.6,NA,NA,NA,1995-03-13
6650,1995-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,26.29,68.43,NA,75.93,NA,NA,NA,1995-03-14
6651,1995-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,21.36,53.27,NA,56.91,NA,NA,21.6,1995-03-15
6652,1995-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,15.5,37,NA,58.42,NA,NA,16.54,1995-03-16
6653,1995-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,67.88,61.04,NA,27.29,NA,NA,35.95,1995-03-17
6654,1995-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01.07,67.79,48.38,NA,43.29,NA,NA,38.88,1995-03-18
6655,1995-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,43.54,57.62,NA,32.38,NA,NA,19.21,1995-03-19
